Rainfall,Temperature,Humidity,Soil_Moisture,Previous_Groundwater_Level,Water_Consumption,Groundwater_Recharge,Groundwater_Level
183.88,37.62,23.12,54.9,10.73,742.65,24.55,7.27
207.06,32.34,56.45,10.9,19.86,363.35,130.68,10.64
413.77,42.13,91.28,50.28,2.26,390.1,40.84,7.82
366.81,39.52,65.56,17.29,2.92,494.2,12.13,5.61
384.65,37.71,86.59,60.2,25.85,376.72,98.52,20.72
5.52,16.67,99.33,27.59,21.15,986.44,98.07,10.93
208.08,15.21,33.09,39.75,9.43,832.65,14.24,8.1
240.67,21.37,75.34,49.96,21.26,248.19,47.83,14.49
9.6,34.91,73.94,17.85,24.19,105.03,148.92,16.83
129.91,27.34,98.4,60.62,10.59,138.5,101.76,12.68
380.14,27.07,98.85,27.7,3.01,319.66,109.51,9.56
68.55,41.54,74.93,54.68,28.12,202.86,31.94,12.87
267.66,41.87,39.49,16.87,11.67,580.0,11.82,2.8
107.6,42.28,83.88,56.61,4.98,872.2,41.54,5.87
6.06,24.42,28.56,14.61,15.77,763.08,37.33,5.91
120.6,35.73,82.46,36.9,23.52,294.05,35.18,10.22
487.94,23.15,92.82,23.54,8.21,459.37,28.91,9.96
400.77,20.72,50.63,61.13,9.55,557.1,86.21,14.54
479.79,20.54,70.45,24.65,8.8,829.19,49.22,8.72
243.93,25.26,54.41,71.13,29.77,855.21,123.05,17.9
54.87,27.9,55.02,71.89,7.53,918.75,27.59,4.99
273.98,39.93,44.83,19.73,18.11,558.32,69.69,10.2
227.19,18.6,80.97,51.04,27.91,724.85,2.05,13.05
422.18,37.05,94.89,11.58,6.11,200.62,72.25,9.9
49.04,30.94,95.26,34.37,29.18,608.76,8.38,11.77
244.12,23.64,33.98,58.5,28.53,323.82,146.66,21.35
75.02,29.78,89.98,54.46,26.77,488.55,118.59,16.36
162.34,24.0,78.99,51.85,8.01,670.65,73.52,9.32
368.68,32.88,40.23,26.19,19.75,331.29,12.99,12.75
238.01,28.02,25.38,33.35,23.3,146.97,88.87,15.22
187.94,19.93,41.44,12.72,29.61,109.21,113.81,17.43
197.24,18.5,92.98,58.93,7.05,119.94,28.61,10.54
229.72,31.4,70.65,42.79,23.45,107.51,85.23,15.13
392.51,42.07,77.68,58.16,11.49,199.32,122.13,18.06
446.04,25.32,40.57,23.67,6.92,315.54,115.24,14.8
477.67,36.99,77.55,29.33,13.8,299.1,120.45,15.25
393.45,34.76,22.25,30.07,24.23,988.12,131.9,16.6
157.7,42.95,50.03,6.93,15.02,375.41,140.65,10.92
344.07,39.63,70.14,30.58,17.05,214.68,60.83,12.51
218.8,32.0,31.69,65.25,29.86,591.01,85.32,18.98
127.34,34.71,85.84,72.3,13.18,872.16,118.6,12.02
420.44,41.95,38.8,43.87,19.23,710.25,104.57,14.03
19.21,26.99,72.18,39.16,12.23,366.47,149.33,11.41
450.88,24.8,52.42,7.31,13.0,605.45,2.05,7.0
230.74,15.32,67.68,70.94,21.48,743.37,53.27,16.17
318.6,39.8,28.6,5.98,28.26,755.29,42.15,11.02
329.68,39.03,21.35,75.86,17.19,699.88,39.35,13.66
447.56,18.13,92.77,41.69,23.52,883.73,33.38,16.82
318.33,32.31,41.57,30.65,4.5,883.09,106.37,8.5
306.97,28.92,85.57,74.32,7.91,621.04,12.71,8.6
33.33,18.56,99.95,6.83,16.06,486.87,111.24,7.02
259.2,44.42,36.91,48.61,2.56,677.41,104.01,7.18
75.08,21.44,41.21,46.17,9.08,836.39,37.62,5.56
368.72,17.02,73.03,21.45,16.49,105.09,37.93,13.69
256.11,32.85,97.24,37.17,2.42,992.8,94.33,4.81
340.11,37.17,93.27,53.92,9.41,264.6,114.33,12.96
20.84,15.97,60.23,59.53,16.39,523.22,131.47,13.52
42.4,34.76,83.61,5.05,18.05,884.83,127.82,6.97
358.16,30.97,30.86,75.26,27.92,302.54,144.73,26.79
36.04,18.1,98.2,17.34,20.07,529.12,87.21,9.46
35.63,20.18,97.15,22.52,13.61,219.32,136.3,12.84
6.05,32.04,33.1,24.76,28.05,455.57,121.28,11.91
478.25,23.89,43.95,7.84,23.98,259.42,134.2,17.44
368.75,43.15,28.01,14.23,7.6,427.26,1.74,4.19
176.63,39.56,41.74,78.98,5.66,436.12,144.89,14.45
148.27,44.51,85.28,28.64,20.92,993.85,71.03,10.59
174.85,22.79,50.27,13.65,17.68,995.33,119.73,8.63
387.33,44.09,27.07,13.02,24.11,203.31,19.08,12.48
330.69,27.94,47.38,58.96,22.69,753.37,59.39,14.18
92.6,25.43,98.51,69.09,19.51,146.57,40.72,11.34
87.05,16.51,70.37,24.27,29.62,127.17,43.75,14.89
49.2,16.58,53.29,6.57,16.94,194.8,18.49,6.59
330.15,35.76,33.32,21.73,5.17,968.94,120.86,7.68
382.19,28.74,98.89,9.24,25.19,946.78,1.39,8.44
132.52,21.8,85.67,12.75,9.05,274.54,46.88,7.83
10.47,33.42,42.52,37.36,23.76,245.51,26.16,9.25
41.09,22.59,25.61,22.24,28.8,316.48,88.36,14.25
483.93,32.33,24.53,43.7,21.51,563.99,38.14,14.19
147.72,25.78,29.63,24.01,18.69,612.73,38.85,8.26
384.61,39.71,66.46,75.54,14.89,299.43,73.25,17.12
312.33,39.62,94.3,72.95,12.2,780.96,97.9,14.0
190.97,29.32,59.74,47.51,11.88,378.6,18.2,8.76
102.84,25.52,87.44,31.58,19.82,929.92,26.33,7.66
60.69,25.88,55.67,33.59,23.04,691.05,37.08,7.73
307.51,39.17,76.69,35.89,21.0,492.72,146.06,16.98
387.32,24.85,78.55,59.57,7.56,810.92,59.57,11.25
321.95,21.27,33.92,38.87,15.83,836.12,89.85,12.94
265.15,17.54,48.9,69.25,24.17,361.43,36.23,17.19
20.98,29.0,70.98,75.81,15.32,405.74,73.57,10.08
484.24,29.46,25.66,30.2,17.03,942.36,11.12,9.26
399.36,40.23,48.92,47.05,23.59,248.27,5.21,12.56
146.41,21.64,62.78,12.13,20.52,137.94,70.31,12.51
489.99,26.43,99.7,20.04,13.46,508.65,59.8,13.69
300.94,39.25,57.96,36.01,27.07,821.09,20.53,13.46
291.21,39.71,85.28,20.47,6.55,794.5,103.14,7.63
374.04,26.54,54.57,70.74,29.87,927.58,148.94,20.09
405.88,28.77,83.71,16.87,5.33,579.88,59.35,6.69
328.24,24.1,67.63,39.17,2.42,190.06,93.68,10.89
64.05,42.98,90.93,50.43,26.92,629.82,144.45,15.69
169.13,18.56,52.88,56.89,8.86,800.56,124.73,10.78
464.04,43.01,68.34,33.73,22.43,184.0,69.53,17.85
112.31,35.52,70.4,70.18,24.71,255.39,110.62,17.59
186.08,30.95,53.39,47.62,26.05,111.06,19.22,14.64
216.04,15.98,31.54,37.96,29.76,634.29,76.82,15.66
219.7,29.27,27.48,10.04,10.23,898.06,41.86,5.48
306.47,27.23,21.33,39.85,21.89,703.6,24.17,11.72
471.54,19.84,89.88,66.56,5.23,983.84,63.94,10.26
120.35,34.69,38.92,51.09,13.39,156.73,19.65,8.08
60.75,44.13,36.92,67.41,25.74,912.7,104.85,13.23
98.74,31.87,78.88,42.05,12.29,832.66,68.44,8.15
443.46,36.44,45.6,13.88,18.55,382.82,79.67,14.04
322.91,17.05,60.48,6.02,16.11,976.17,21.96,6.86
142.95,27.53,33.0,27.74,20.09,359.14,20.97,7.92
407.97,18.49,96.78,57.35,29.24,900.37,87.51,20.86
430.68,33.38,88.13,64.27,3.56,892.67,147.75,12.74
423.26,43.15,89.1,27.18,18.07,781.89,14.44,10.02
459.46,34.85,52.54,42.17,26.16,607.12,42.86,18.74
126.12,17.3,80.99,36.58,15.48,208.0,130.42,14.37
377.52,25.64,31.51,35.79,4.2,578.77,10.84,4.88
230.27,31.52,20.69,22.35,17.7,421.12,131.38,11.31
421.0,27.1,21.6,15.23,11.3,813.0,78.64,9.95
364.25,40.01,66.93,19.75,6.34,782.32,61.24,5.13
388.22,39.44,56.43,9.15,25.77,919.55,46.45,12.56
328.08,33.35,61.44,19.86,16.6,113.35,44.57,12.03
88.71,26.2,20.6,5.69,28.13,828.19,45.87,9.04
272.51,22.66,53.81,52.04,24.57,944.62,132.72,16.4
492.33,18.18,77.45,28.73,21.4,810.37,108.57,19.46
468.69,25.65,55.42,77.99,2.14,217.18,100.46,19.3
21.59,27.4,78.58,19.53,13.98,173.15,119.81,9.17
82.41,35.27,38.64,30.94,7.53,118.76,38.57,6.07
65.86,34.74,85.05,31.84,27.5,665.87,92.71,12.59
362.99,17.1,67.07,5.63,6.89,666.71,69.01,7.23
408.89,26.86,36.86,67.94,10.01,988.22,117.37,13.47
106.76,20.45,38.94,7.4,16.47,458.24,46.39,5.66
252.93,19.7,70.24,75.51,9.37,398.72,96.48,13.03
420.35,39.82,86.4,71.91,7.88,661.98,132.33,15.96
366.4,16.26,53.25,45.16,18.77,843.05,60.32,13.28
271.12,27.58,40.66,45.77,4.49,943.1,9.99,2.0
295.17,20.05,89.36,54.03,3.63,822.81,77.41,9.36
254.18,41.38,73.54,34.03,12.42,484.01,51.9,8.91
148.77,31.71,55.85,53.54,22.18,671.42,100.83,15.66
282.51,21.94,59.03,8.36,17.53,870.67,142.65,12.62
344.44,30.07,36.34,9.05,13.84,541.55,72.84,8.2
436.66,36.94,70.14,39.29,17.84,295.02,69.93,13.03
318.15,43.74,48.7,46.22,12.23,252.75,98.19,12.62
380.56,21.61,99.65,71.59,28.21,100.14,15.52,19.7
80.04,41.59,58.41,12.85,3.54,746.41,38.03,2.0
230.78,43.03,58.87,66.7,20.85,199.99,137.85,18.65
4.67,42.49,65.27,20.75,26.96,319.46,100.49,13.14
123.34,34.06,93.34,34.56,24.51,368.09,2.02,8.51
363.23,33.89,84.07,28.75,7.15,604.34,30.69,8.53
495.9,27.1,56.09,35.01,10.29,458.16,102.43,15.61
49.59,37.57,77.5,16.29,22.08,707.21,114.66,7.23
200.75,30.94,66.9,42.77,4.36,150.07,125.98,12.44
400.04,35.32,59.39,65.12,24.73,211.55,43.83,19.12
102.02,27.85,35.39,38.12,22.13,549.29,139.65,14.79
277.54,36.94,57.11,41.8,22.43,403.27,82.94,14.18
366.54,39.73,39.67,68.66,4.81,366.23,104.48,14.93
307.99,19.39,93.19,57.95,22.1,160.33,89.51,17.54
94.01,39.99,46.83,41.78,21.03,906.15,18.41,8.23
177.69,31.21,96.18,24.33,25.27,722.64,144.47,15.77
391.9,40.34,62.64,71.37,3.16,209.46,18.43,9.41
277.11,27.94,70.52,48.28,2.65,158.54,38.23,10.82
2.61,26.37,63.44,21.59,12.44,977.39,122.04,6.05
380.5,42.45,30.35,25.18,6.17,713.06,92.79,9.4
17.66,22.54,50.07,65.23,17.63,475.71,125.72,11.82
372.87,40.33,27.93,8.31,27.69,731.56,77.36,16.64
101.24,29.52,69.84,79.41,12.96,780.7,56.55,8.6
479.04,30.42,55.75,14.78,25.66,801.97,138.28,19.38
183.97,24.25,82.24,64.71,2.01,530.09,5.44,4.33
163.47,32.19,37.64,34.61,6.72,486.89,128.42,8.41
74.44,24.76,33.17,41.92,2.85,109.93,34.62,6.12
152.8,16.18,52.51,71.05,11.19,933.9,127.31,13.67
438.33,23.16,94.13,35.97,27.43,642.98,20.88,14.63
498.17,15.19,76.83,45.31,4.71,282.84,87.03,15.65
184.15,44.35,53.51,8.7,18.98,927.64,133.22,10.76
224.31,43.97,61.38,5.18,14.64,923.44,71.03,4.73
361.04,26.85,26.74,23.36,28.28,990.27,111.99,18.28
443.1,36.85,98.77,56.04,5.43,886.65,120.7,10.72
296.52,25.37,73.31,14.09,7.94,998.01,110.47,6.76
195.76,35.13,42.83,13.53,2.83,320.22,138.8,8.1
206.31,39.16,66.86,35.82,14.15,858.02,67.03,7.18
347.81,43.4,28.76,53.59,9.78,840.73,25.97,8.75
1.61,27.01,97.27,58.41,26.36,307.85,7.17,11.92
309.79,38.5,33.98,18.38,18.94,188.59,36.97,11.32
177.75,22.98,71.84,10.97,19.19,981.48,21.48,7.05
397.1,44.71,39.64,75.53,16.89,366.42,83.69,17.28
46.5,15.77,77.4,24.55,4.57,883.8,27.74,2.0
294.1,33.11,82.15,69.0,14.46,103.71,5.84,14.53
240.49,34.79,73.87,69.76,29.99,118.92,5.4,18.63
321.16,35.64,69.16,62.94,25.39,519.28,124.74,20.81
32.43,18.61,91.4,17.66,27.02,314.84,88.72,11.34
289.99,43.16,26.29,66.64,25.05,720.86,53.71,16.19
280.74,20.44,46.47,62.69,4.89,609.01,134.13,11.79
280.33,33.68,39.86,49.75,8.37,169.74,10.53,7.63
301.74,21.68,99.04,30.29,2.09,246.37,147.05,11.41
338.23,24.22,51.15,24.69,10.5,449.24,92.44,10.33
402.49,31.39,78.61,14.14,5.04,267.04,27.52,8.34
134.91,27.52,74.78,43.23,15.24,813.0,101.86,11.24
412.52,19.81,36.97,48.89,20.96,474.46,114.51,16.84
249.13,20.13,39.12,31.95,26.49,184.09,64.4,15.4
38.53,27.54,42.5,40.65,22.98,535.91,129.24,11.77
29.28,37.72,52.89,32.26,28.28,181.75,22.61,10.65
167.12,41.94,38.75,53.08,3.51,216.04,41.83,7.24
392.45,17.52,21.57,72.59,2.34,315.65,14.02,10.65
353.84,26.79,90.35,17.29,20.52,873.57,31.63,9.6
394.31,18.01,97.25,33.61,10.1,932.15,35.81,10.5
258.63,15.5,47.33,15.57,9.1,843.63,137.64,6.9
220.1,34.85,47.08,51.87,11.26,400.67,11.72,10.0
73.73,33.07,20.57,59.67,9.55,345.2,64.11,8.1
164.1,19.89,74.42,74.89,16.32,594.24,79.86,13.89
217.01,22.01,86.04,25.92,14.32,749.67,134.8,11.0
44.3,15.71,31.73,76.27,16.35,994.04,149.65,15.56
110.31,40.05,32.77,9.74,20.84,218.41,113.01,9.89
299.11,44.24,83.21,50.23,12.84,144.36,145.62,16.05
367.83,19.06,69.3,9.28,9.04,724.92,118.07,10.93
499.17,21.94,23.59,72.03,6.65,849.0,144.48,14.93
466.56,41.05,69.8,44.74,11.79,861.71,106.09,12.34
321.28,42.79,44.71,55.2,22.77,710.62,11.96,12.52
210.62,27.59,49.5,67.37,23.19,958.61,60.29,12.8
318.09,16.52,81.58,16.27,20.67,559.9,96.99,13.14
392.83,16.18,84.87,7.89,8.55,922.43,52.61,6.7
59.17,32.22,52.03,70.92,18.47,971.03,41.01,9.95
204.95,26.79,95.77,28.62,17.98,862.44,86.61,9.92
419.9,15.86,52.52,14.67,15.56,378.78,140.03,17.51
191.92,32.5,81.75,40.13,17.4,276.59,5.25,8.46
285.94,15.34,58.71,49.87,15.77,593.31,115.38,13.77
293.88,38.62,91.8,7.32,17.83,507.71,108.41,13.92
92.24,24.19,92.62,25.62,22.03,889.98,144.59,11.37
181.12,16.21,26.99,7.46,5.07,190.03,139.61,7.53
167.26,32.65,94.92,36.53,22.99,331.97,114.33,13.0
13.1,26.93,86.04,72.13,5.8,776.62,78.06,7.96
12.1,44.21,83.3,78.7,3.87,185.49,30.64,5.69
415.85,31.33,36.07,52.78,29.33,388.69,81.79,20.57
136.54,23.26,84.41,17.12,28.8,448.44,114.8,14.94
259.04,36.28,88.01,72.94,3.69,660.33,134.35,13.15
149.36,23.14,43.13,43.72,14.41,242.32,118.46,13.18
470.34,42.13,96.18,16.53,7.21,874.54,29.29,9.28
129.65,26.24,23.99,74.13,15.59,502.79,89.95,13.77
214.83,31.5,31.99,61.81,25.24,925.32,49.83,14.99
436.37,16.52,63.01,59.88,28.62,521.08,1.38,19.46
420.97,27.78,66.06,58.19,19.76,347.54,30.03,16.26
93.05,39.97,71.61,20.03,11.91,227.65,16.98,4.23
401.32,39.17,21.36,20.83,18.89,103.37,126.41,17.38
229.09,21.73,96.83,56.62,10.74,578.94,38.78,10.48
241.48,21.78,23.57,21.48,27.48,196.44,42.7,14.1
66.74,39.52,31.44,37.9,26.37,452.55,143.99,15.44
40.3,42.91,21.12,63.65,17.63,630.34,56.86,10.96
363.97,17.86,65.35,63.8,11.09,348.12,1.44,14.7
248.23,28.5,94.58,38.99,10.21,257.7,42.58,10.69
218.43,25.12,73.28,64.41,2.94,797.25,17.89,7.96
364.75,41.12,85.81,67.9,24.84,952.11,15.42,13.6
382.76,17.51,21.06,54.11,14.61,190.4,11.62,14.85
79.45,21.33,63.36,22.13,11.1,240.03,88.99,9.99
305.11,37.57,56.77,25.55,15.19,964.01,28.4,6.26
67.68,16.54,59.92,28.61,24.92,134.01,54.19,12.25
375.69,29.78,25.78,13.76,5.49,979.87,129.3,10.51
328.48,28.26,74.75,25.49,26.01,104.18,63.65,15.62
478.31,25.03,60.26,20.71,27.13,886.3,137.35,17.42
34.48,26.84,81.21,39.15,28.51,376.59,74.69,15.6
28.53,30.9,58.82,73.13,13.13,944.73,59.83,9.38
141.09,19.84,31.95,12.84,8.08,385.25,112.56,8.46
